CODGEO,NOM_COMMUNE,POPULATION,DEP,REG
78623,Le Tremblay-sur-Mauldre,930,78,11
78624,Triel-sur-Seine,12206,78,11
78638,Vaux-sur-Seine,5202,78,11
78640,Vélizy-Villacoublay,23011,78,11
78642,Verneuil-sur-Seine,16280,78,11
78643,Vernouillet,9699,78,11
78644,La Verrière,5994,78,11
78646,Versailles,84095,78,11
78647,Vert,852,78,11
78650,Le Vésinet,15554,78,11
78653,Vicq,389,78,11
78655,Vieille-Église-en-Yvelines,652,78,11
78668,La Villeneuve-en-Chevrie,665,78,11
78672,Villennes-sur-Seine,5952,78,11
78674,Villepreux,11931,78,11
78677,Villette,524,78,11
78681,Villiers-le-Mahieu,888,78,11
78683,Villiers-Saint-Frédéric,3395,78,11
78686,Viroflay,17237,78,11
78688,Voisins-le-Bretonneux,10624,78,11
91001,Abbéville-la-Rivière,322,91,11
91016,Angerville,4428,91,11
91017,Angervilliers,1772,91,11
91021,Arpajon,11698,91,11
91022,Arrancourt,115,91,11
91027,Athis-Mons,36613,91,11
91035,Authon-la-Plaine,368,91,11
91037,Auvernaux,332,91,11
91038,Auvers-Saint-Georges,1223,91,11
91041,Avrainville,1052,91,11
91044,Ballainvilliers,4904,91,11
91045,Ballancourt-sur-Essonne,8191,91,11
91047,Baulne,1448,91,11
91064,Bièvres,4686,91,11
91067,Blandy,111,91,11
91069,Boigneville,369,91,11
91075,Bois-Herpin,81,91,11
91079,Boissy-la-Rivière,550,91,11
91080,Boissy-le-Cutté,1331,91,11
91081,Boissy-le-Sec,690,91,11
91085,Boissy-sous-Saint-Yon,3882,91,11
91086,Bondoufle,10767,91,11
91093,Boullay-les-Troux,624,91,11
91095,Bouray-sur-Juine,2108,91,11
91097,Boussy-Saint-Antoine,8097,91,11
91098,Boutervilliers,429,91,11
91099,Boutigny-sur-Essonne,3146,91,11
91100,Bouville,669,91,11
91103,Brétigny-sur-Orge,26658,91,11
91105,Breuillet,9157,91,11
91106,Breux-Jouy,1285,91,11
91109,Brières-les-Scellés,1186,91,11
91111,Briis-sous-Forges,3342,91,11
91112,Brouy,134,91,11
91114,Brunoy,25643,91,11
91115,Bruyères-le-Châtel,3788,91,11
91121,Buno-Bonnevaux,527,91,11
91122,Bures-sur-Yvette,9548,91,11
91129,Cerny,3531,91,11
91130,Chalo-Saint-Mars,1053,91,11
91131,Chalou-Moulineux,373,91,11
91132,Chamarande,1089,91,11
91135,Champcueil,2854,91,11
91136,Champlan,2615,91,11
91137,Champmotteux,356,91,11
91145,Chatignonville,72,91,11
91148,Chauffour-lès-Étréchy,132,91,11
91156,Cheptainville,2204,91,11
91159,Chevannes,1550,91,11
91161,Chilly-Mazarin,20443,91,11
91174,Corbeil-Essonnes,54471,91,11
91175,Corbreuse,1640,91,11
91179,Le Coudray-Montceaux,4801,91,11
91180,Courances,348,91,11
91184,Courdimanche-sur-Essonne,276,91,11
91186,Courson-Monteloup,563,91,11
91191,Crosne,9610,91,11
91195,Dannemois,865,91,11
91198,D'Huison-Longueville,1557,91,11
91200,Dourdan,11415,91,11
91201,Draveil,30098,91,11
91204,Écharcon,708,91,11
91207,Égly,7166,91,11
91215,Épinay-sous-Sénart,11611,91,11
91216,Épinay-sur-Orge,10722,91,11
91223,Étampes,26857,91,11
91225,Étiolles,3105,91,11
91226,Étréchy,6986,91,11
91228,Évry-Courcouronnes,66919,91,11
91232,La Ferté-Alais,3731,91,11
91235,Fleury-Mérogis,13721,91,11
91240,Fontaine-la-Rivière,192,91,11
91243,Fontenay-lès-Briis,2350,91,11
91244,Fontenay-le-Vicomte,1596,91,11
91247,La Forêt-le-Roi,492,91,11
91248,La Forêt-Sainte-Croix,148,91,11
91249,Forges-les-Bains,4241,91,11
91272,Gif-sur-Yvette,22544,91,11
91273,Gironville-sur-Essonne,760,91,11
91274,Gometz-la-Ville,1536,91,11
91275,Gometz-le-Châtel,2630,91,11
91284,Les Granges-le-Roi,1197,91,11
91286,Grigny,26842,91,11
91292,Guibeville,923,91,11
91293,Guigneville-sur-Essonne,904,91,11
91294,Guillerval,808,91,11
91312,Igny,10833,91,11
91315,Itteville,6746,91,11
91318,Janville-sur-Juine,2041,91,11
91319,Janvry,654,91,11
91326,Juvisy-sur-Orge,19292,91,11
91330,Lardy,5530,91,11
91332,Leudeville,1562,91,11
91333,Leuville-sur-Orge,4271,91,11
91338,Limours,6517,91,11
91339,Linas,7987,91,11
91340,Lisses,7373,91,11
91345,Longjumeau,21996,91,11
91347,Longpont-sur-Orge,6482,91,11
91359,Maisse,2797,91,11
91363,Marcoussis,8618,91,11
91374,Marolles-en-Beauce,237,91,11
91376,Marolles-en-Hurepoix,5708,91,11
91377,Massy,51729,91,11
91378,Mauchamps,387,91,11
91386,Mennecy,16433,91,11
91390,Le Mérévillois,3477,91,11
91393,Mérobert,635,91,11
91399,Mespuits,184,91,11
91405,Milly-la-Forêt,4562,91,11
91408,Moigny-sur-École,1294,91,11
91411,Les Molières,1975,91,11
91412,Mondeville,726,91,11
91414,Monnerville,376,91,11
91421,Montgeron,24022,91,11
91425,Montlhéry,9772,91,11
91432,Morangis,14129,91,11
91433,Morigny-Champigny,4412,91,11
91434,Morsang-sur-Orge,21667,91,11
91435,Morsang-sur-Seine,583,91,11
91441,Nainville-les-Roches,564,91,11
91457,La Norville,4268,91,11
91458,Nozay,4471,91,11
91461,Ollainville,5455,91,11
91463,Oncy-sur-École,1042,91,11
91468,Ormoy,3225,91,11
91469,Ormoy-la-Rivière,943,91,11
91471,Orsay,16498,91,11
91473,Orveau,141,91,11
91477,Palaiseau,37471,91,11
91479,Paray-Vieille-Poste,8202,91,11
91482,Pecqueuse,580,91,11
91494,Le Plessis-Pâté,4154,91,11
91495,Plessis-Saint-Benoist,325,91,11
91507,Prunay-sur-Essonne,324,91,11
91508,Puiselet-le-Marais,261,91,11
91511,Pussay,2288,91,11
91514,Quincy-sous-Sénart,9477,91,11
91519,Richarville,386,91,11
91521,Ris-Orangis,31189,91,11
91525,Roinville,1319,91,11
91526,Roinvilliers,112,91,11
91533,Saclas,1819,91,11
91534,Saclay,4437,91,11
91538,Saint-Aubin,661,91,11
91540,Saint-Chéron,5132,91,11
91544,Saint-Cyr-la-Rivière,466,91,11
91546,Saint-Cyr-sous-Dourdan,982,91,11
91547,Saint-Escobille,454,91,11
91549,Sainte-Geneviève-des-Bois,35438,91,11
91552,Saint-Germain-lès-Arpajon,11623,91,11
91553,Saint-Germain-lès-Corbeil,7469,91,11
91556,Saint-Hilaire,401,91,11
91560,Saint-Jean-de-Beauregard,471,91,11
91568,Saint-Maurice-Montcouronne,1543,91,11
91570,Saint-Michel-sur-Orge,21776,91,11
91573,Saint-Pierre-du-Perray,11993,91,11
91577,Saintry-sur-Seine,5882,91,11
91578,Saint-Sulpice-de-Favières,272,91,11
91579,Saint-Vrain,3089,91,11
91581,Saint-Yon,923,91,11
91587,Saulx-les-Chartreux,6733,91,11
91589,Savigny-sur-Orge,37601,91,11
91593,Sermaise,1617,91,11
91599,Soisy-sur-École,1174,91,11
91600,Soisy-sur-Seine,7418,91,11
91602,Souzy-la-Briche,503,91,11
91613,Congerville-Thionville,211,91,11
91617,Tigery,4333,91,11
91619,Torfou,294,91,11
91629,Valpuiseaux,617,91,11
91630,Le Val-Saint-Germain,1576,91,11
91631,Varennes-Jarcy,2465,91,11
91634,Vaugrigneuse,1458,91,11
91635,Vauhallan,1945,91,11
91639,Vayres-sur-Essonne,978,91,11
91645,Verrières-le-Buisson,15057,91,11
91648,Vert-le-Grand,2444,91,11
91649,Vert-le-Petit,2714,91,11
91654,Videlles,581,91,11
91657,Vigneux-sur-Seine,31466,91,11
91659,Villabé,5830,91,11
91661,Villebon-sur-Yvette,10291,91,11
91662,Villeconin,766,91,11
91665,La Ville-du-Bois,8161,91,11
91666,Villejust,2558,91,11
91667,Villemoisson-sur-Orge,7332,91,11
91671,Villeneuve-sur-Auvers,593,91,11
91679,Villiers-le-Bâcle,1031,91,11
91685,Villiers-sur-Orge,4545,91,11
91687,Viry-Châtillon,30838,91,11
91689,Wissous,7151,91,11
91691,Yerres,27906,91,11
91692,Les Ulis,25886,91,11
92002,Antony,64263,92,11
92004,Asnières-sur-Seine,93941,92,11
92007,Bagneux,44572,92,11
92009,Bois-Colombes,28909,92,11
92012,Boulogne-Billancourt,119019,92,11
92014,Bourg-la-Reine,21019,92,11
92019,Châtenay-Malabry,35825,92,11
92020,Châtillon,36705,92,11
92022,Chaville,20594,92,11
92023,Clamart,58576,92,11
92024,Clichy,64410,92,11
92025,Colombes,91053,92,11
92026,Courbevoie,82902,92,11
92032,Fontenay-aux-Roses,24070,92,11
92033,Garches,17743,92,11
92035,La Garenne-Colombes,30197,92,11
92036,Gennevilliers,50979,92,11
92040,Issy-les-Moulineaux,67669,92,11
92044,Levallois-Perret,68092,92,11
92046,Malakoff,30557,92,11
92047,Marnes-la-Coquette,1752,92,11
92048,Meudon,46334,92,11
92049,Montrouge,46324,92,11
92050,Nanterre,97783,92,11
92051,Neuilly-sur-Seine,59538,92,11
92060,Le Plessis-Robinson,28848,92,11
92062,Puteaux,44002,92,11
92063,Rueil-Malmaison,82874,92,11
92064,Saint-Cloud,29855,92,11
92071,Sceaux,20884,92,11
92072,Sèvres,22303,92,11
92073,Suresnes,48956,92,11
92075,Vanves,28622,92,11
92076,Vaucresson,8432,92,11
92077,Ville-d'Avray,11089,92,11
92078,Villeneuve-la-Garenne,26021,92,11
93001,Aubervilliers,88365,93,11
93005,Aulnay-sous-Bois,87599,93,11
93006,Bagnolet,43086,93,11
93007,Le Blanc-Mesnil,62376,93,11
93008,Bobigny,56927,93,11
93010,Bondy,50595,93,11
93013,Le Bourget,15925,93,11
93014,Clichy-sous-Bois,29354,93,11
93015,Coubron,5175,93,11
93027,La Courneuve,47167,93,11
93029,Drancy,72390,93,11
93030,Dugny,11700,93,11
93031,Épinay-sur-Seine,52833,93,11
93032,Gagny,42313,93,11
93033,Gournay-sur-Marne,7320,93,11
93039,L'Île-Saint-Denis,8696,93,11
93045,Les Lilas,23843,93,11
93046,Livry-Gargan,47228,93,11
93047,Montfermeil,28703,93,11
93048,Montreuil,111934,93,11
93049,Neuilly-Plaisance,21941,93,11
93050,Neuilly-sur-Marne,39800,93,11
93051,Noisy-le-Grand,72978,93,11
93053,Noisy-le-Sec,45510,93,11
93055,Pantin,61929,93,11
93057,Les Pavillons-sous-Bois,25804,93,11
93061,Le Pré-Saint-Gervais,16993,93,11
93062,Le Raincy,14735,93,11
93063,Romainville,37152,93,11
93064,Rosny-sous-Bois,47180,93,11
93066,Saint-Denis,149077,93,11
93070,Saint-Ouen-sur-Seine,53615,93,11
93071,Sevran,52535,93,11
93072,Stains,41388,93,11
93073,Tremblay-en-France,38348,93,11
93074,Vaujours,8007,93,11
93077,Villemomble,29795,93,11
93078,Villepinte,41470,93,11
93079,Villetaneuse,12530,93,11
94001,Ablon-sur-Seine,5988,94,11
94002,Alfortville,45531,94,11
94003,Arcueil,22200,94,11
94004,Boissy-Saint-Léger,17325,94,11
94011,Bonneuil-sur-Marne,18270,94,11
94015,Bry-sur-Marne,18503,94,11
94016,Cachan,31103,94,11
94017,Champigny-sur-Marne,78072,94,11
94018,Charenton-le-Pont,28830,94,11
94019,Chennevières-sur-Marne,18710,94,11
94021,Chevilly-Larue,19826,94,11
94022,Choisy-le-Roi,45946,94,11
94028,Créteil,93397,94,11
94033,Fontenay-sous-Bois,53757,94,11
94034,Fresnes,29528,94,11
94037,Gentilly,19963,94,11
94038,L'Haÿ-les-Roses,31188,94,11
94041,Ivry-sur-Seine,65064,94,11
94042,Joinville-le-Pont,20525,94,11
94043,Le Kremlin-Bicêtre,24110,94,11
94044,Limeil-Brévannes,27406,94,11
94046,Maisons-Alfort,56799,94,11
94047,Mandres-les-Roses,4922,94,11
94048,Marolles-en-Brie,4781,94,11
94052,Nogent-sur-Marne,32455,94,11
94053,Noiseau,4628,94,11
94054,Orly,24658,94,11
94055,Ormesson-sur-Marne,10977,94,11
94056,Périgny,2724,94,11
94058,Le Perreux-sur-Marne,35260,94,11
94059,Le Plessis-Trévise,21112,94,11
94060,La Queue-en-Brie,12241,94,11
94065,Rungis,5611,94,11
94067,Saint-Mandé,21071,94,11
94068,Saint-Maur-des-Fossés,76572,94,11
94069,Saint-Maurice,14506,94,11
94070,Santeny,3913,94,11
94071,Sucy-en-Brie,27764,94,11
94073,Thiais,32918,94,11
94074,Valenton,14406,94,11
94075,Villecresnes,11647,94,11
94076,Villejuif,60183,94,11
94077,Villeneuve-le-Roi,21000,94,11
94078,Villeneuve-Saint-Georges,36221,94,11
94079,Villiers-sur-Marne,33162,94,11
94080,Vincennes,48193,94,11
94081,Vitry-sur-Seine,93963,94,11
95002,Ableiges,1108,95,11
95008,Aincourt,854,95,11
95011,Ambleville,388,95,11
95012,Amenucourt,212,95,11
95014,Andilly,2742,95,11
95018,Argenteuil,106130,95,11
95019,Arnouville,15023,95,11
95023,Arronville,618,95,11
95024,Arthies,265,95,11
95026,Asnières-sur-Oise,3127,95,11
95028,Attainville,1904,95,11
95039,Auvers-sur-Oise,6863,95,11
95040,Avernes,871,95,11
95042,Baillet-en-France,2021,95,11
95046,Banthelu,146,95,11
95051,Beauchamp,9849,95,11
95052,Beaumont-sur-Oise,10232,95,11
95054,Le Bellay-en-Vexin,224,95,11
95055,Bellefontaine,474,95,11
95056,Belloy-en-France,2250,95,11
95058,Bernes-sur-Oise,2684,95,11
95059,Berville,374,95,11
95060,Bessancourt,8869,95,11
95061,Béthemont-la-Forêt,435,95,11
95063,Bezons,36434,95,11
95074,Boisemont,892,95,11
95078,Boissy-l'Aillerie,2120,95,11
95088,Bonneuil-en-France,1185,95,11
95091,Bouffémont,6593,95,11
95094,Bouqueval,314,95,11
95101,Bray-et-Lû,954,95,11
95102,Bréançon,432,95,11
95110,Brignancourt,262,95,11
95116,Bruyères-sur-Oise,4921,95,11
95119,Buhy,329,95,11
95120,Butry-sur-Oise,2252,95,11
95127,Cergy,70906,95,11
95134,Champagne-sur-Oise,5036,95,11
95139,La Chapelle-en-Vexin,320,95,11
95141,Charmont,32,95,11
95142,Chars,2006,95,11
95144,Châtenay-en-France,68,95,11
95149,Chaumontel,3332,95,11
95150,Chaussy,631,95,11
95151,Chauvry,297,95,11
95154,Chennevières-lès-Louvres,282,95,11
95157,Chérence,137,95,11
95166,Cléry-en-Vexin,476,95,11
95169,Commeny,646,95,11
95170,Condécourt,564,95,11
95176,Cormeilles-en-Parisis,27292,95,11
95177,Cormeilles-en-Vexin,1297,95,11
95181,Courcelles-sur-Viosne,310,95,11
95183,Courdimanche,7311,95,11
95197,Deuil-la-Barre,23099,95,11
95199,Domont,16065,95,11
95203,Eaubonne,26211,95,11
95205,Écouen,7202,95,11
95210,Enghien-les-Bains,11432,95,11
95211,Ennery,2243,95,11
95212,Épiais-lès-Louvres,156,95,11
95213,Épiais-Rhus,603,95,11
95214,Épinay-Champlâtreux,57,95,11
95218,Éragny,18436,95,11
95219,Ermont,29489,95,11
95229,Ézanville,9858,95,11
95241,Fontenay-en-Parisis,2219,95,11
95250,Fosses,10570,95,11
95252,Franconville,37754,95,11
95253,Frémainville,507,95,11
95254,Frémécourt,526,95,11
95256,Frépillon,3317,95,11
95257,La Frette-sur-Seine,4570,95,11
95258,Frouville,347,95,11
95268,Garges-lès-Gonesse,41791,95,11
95270,Genainville,522,95,11
95271,Génicourt,514,95,11
95277,Gonesse,27707,95,11
95280,Goussainville,31301,95,11
95287,Grisy-les-Plâtres,709,95,11
95288,Groslay,8453,95,11
95295,Guiry-en-Vexin,161,95,11
95298,Haravilliers,589,95,11
95301,Haute-Isle,293,95,11
95303,Le Heaulme,207,95,11
95304,Hédouville,278,95,11
95306,Herblay-sur-Seine,31779,95,11
95308,Hérouville-en-Vexin,584,95,11
95309,Hodent,225,95,11
95313,L'Isle-Adam,12493,95,11
95316,Jagny-sous-Bois,269,95,11
95323,Jouy-le-Moutier,17854,95,11
95328,Labbeville,641,95,11
95331,Lassy,196,95,11
95341,Livilliers,389,95,11
95348,Longuesse,496,95,11
95351,Louvres,12560,95,11
95352,Luzarches,5008,95,11
95353,Maffliers,1856,95,11
95355,Magny-en-Vexin,5779,95,11
95365,Mareil-en-France,734,95,11
95369,Margency,3012,95,11
95370,Marines,3594,95,11
95371,Marly-la-Ville,6022,95,11
95379,Maudétour-en-Vexin,208,95,11
95387,Menouville,62,95,11
95388,Menucourt,6184,95,11
95392,Mériel,5347,95,11
95394,Méry-sur-Oise,9983,95,11
95395,Le Mesnil-Aubry,914,95,11
95409,Moisselles,1261,95,11
95422,Montgeroult,361,95,11
95424,Montigny-lès-Cormeilles,22457,95,11
95426,Montlignon,3038,95,11
95427,Montmagny,15105,95,11
95428,Montmorency,21763,95,11
95429,Montreuil-sur-Epte,377,95,11
95430,Montsoult,4023,95,11
95436,Mours,1693,95,11
95438,Moussy,108,95,11
95445,Nerville-la-Forêt,756,95,11
95446,Nesles-la-Vallée,1842,95,11
95447,Neuilly-en-Vexin,240,95,11
95450,Neuville-sur-Oise,2058,95,11
95452,Nointel,903,95,11
95456,Noisy-sur-Oise,549,95,11
95459,Nucourt,719,95,11
95462,Omerville,327,95,11
95476,Osny,17954,95,11
95480,Parmain,5655,95,11
95483,Le Perchay,504,95,11
95487,Persan,14359,95,11
95488,Pierrelaye,10130,95,11
95489,Piscop,768,95,11
95491,Le Plessis-Bouchard,8518,95,11
95492,Le Plessis-Gassot,102,95,11
95493,Le Plessis-Luzarches,152,95,11
95500,Pontoise,31970,95,11
95504,Presles,4017,95,11
95509,Puiseux-en-France,3765,95,11
95510,Puiseux-Pontoise,603,95,11
95523,La Roche-Guyon,399,95,11
95527,Roissy-en-France,2674,95,11
95529,Ronquerolles,907,95,11
95535,Sagy,1096,95,11
95539,Saint-Brice-sous-Forêt,15063,95,11
95541,Saint-Clair-sur-Epte,964,95,11
95543,Saint-Cyr-en-Arthies,236,95,11
95554,Saint-Gervais,878,95,11
95555,Saint-Gratien,21336,95,11
95563,Saint-Leu-la-Forêt,16138,95,11
95566,Saint-Martin-du-Tertre,2689,95,11
95572,Saint-Ouen-l'Aumône,25578,95,11
95574,Saint-Prix,7612,95,11
95580,Saint-Witz,2724,95,11
95582,Sannois,26924,95,11
95584,Santeuil,658,95,11
95585,Sarcelles,59173,95,11
95592,Seraincourt,1305,95,11
95594,Seugy,1044,95,11
95598,Soisy-sous-Montmorency,18008,95,11
95604,Survilliers,4091,95,11
95607,Taverny,27593,95,11
95610,Théméricourt,283,95,11
95611,Theuville,53,95,11
95612,Le Thillay,4560,95,11
95625,Us,1374,95,11
95627,Vallangoujard,625,95,11
95628,Valmondois,1208,95,11
95633,Vaudherland,104,95,11
95637,Vauréal,16079,95,11
95641,Vémars,3124,95,11
95651,Vétheuil,849,95,11
95652,Viarmes,5558,95,11
95656,Vienne-en-Arthies,379,95,11
95658,Vigny,1137,95,11
95660,Villaines-sous-Bois,778,95,11
95675,Villeron,1766,95,11
95676,Villers-en-Arthies,498,95,11
95678,Villiers-Adam,858,95,11
95680,Villiers-le-Bel,30053,95,11
95682,Villiers-le-Sec,205,95,11
95690,Wy-dit-Joli-Village,326,95,11
02001,Abbécourt,518,02,32
02002,Achery,584,02,32
02003,Acy,1004,02,32
02004,Agnicourt-et-Séchelles,189,02,32
02005,Aguilcourt,417,02,32
02006,Aisonville-et-Bernoville,259,02,32
02007,Aizelles,118,02,32
02008,Aizy-Jouy,306,02,32
02009,Alaincourt,517,02,32
02010,Allemant,163,02,32
02011,Ambleny,1205,02,32
02012,Ambrief,79,02,32
02013,Amifontaine,391,02,32
02014,Amigny-Rouy,707,02,32
02015,Ancienville,78,02,32
02016,Andelain,212,02,32
02017,Anguilcourt-le-Sart,274,02,32
02018,Anizy-le-Grand,2472,02,32
02019,Annois,349,02,32
02020,Any-Martin-Rieux,456,02,32
02021,Archon,76,02,32
02022,Arcy-Sainte-Restitue,396,02,32
02023,Armentières-sur-Ourcq,96,02,32
02024,Arrancy,45,02,32
02025,Artemps,361,02,32
02027,Assis-sur-Serre,209,02,32
02028,Athies-sous-Laon,2578,02,32
02029,Attilly,337,02,32
02030,Aubencheul-aux-Bois,238,02,32
02031,Aubenton,658,02,32
02032,Aubigny-aux-Kaisnes,231,02,32
02033,Aubigny-en-Laonnois,102,02,32
02034,Audignicourt,104,02,32
02035,Audigny,273,02,32
02036,Augy,72,02,32
02037,Aulnois-sous-Laon,1348,02,32
02038,Les Autels,62,02,32
02039,Autremencourt,176,02,32
02040,Autreppes,175,02,32
02041,Autreville,777,02,32
02042,Azy-sur-Marne,369,02,32
02043,Bagneux,62,02,32
02044,Bancigny,26,02,32
02046,Barenton-Bugny,555,02,32
02047,Barenton-Cel,108,02,32
02048,Barenton-sur-Serre,130,02,32
02049,Barisis-aux-Bois,752,02,32
02050,Barzy-en-Thiérache,316,02,32
02051,Barzy-sur-Marne,380,02,32
02052,Bassoles-Aulers,131,02,32
02053,Vallées en Champagne,599,02,32
02054,Bazoches-et-Saint-Thibaut,516,02,32
02055,Beaumé,82,02,32
02056,Beaumont-en-Beine,168,02,32
02057,Beaurevoir,1281,02,32
02058,Beaurieux,794,02,32
02059,Beautor,2579,02,32
02060,Beauvois-en-Vermandois,263,02,32
02061,Becquigny,268,02,32
02062,Belleau,131,02,32
02063,Bellenglise,378,02,32
02064,Belleu,3659,02,32
02065,Bellicourt,560,02,32
02066,Benay,191,02,32
02067,Bergues-sur-Sambre,205,02,32
02068,Berlancourt,85,02,32
02069,Berlise,104,02,32
02070,Bernot,431,02,32
02071,Berny-Rivière,631,02,32
02072,Berrieux,178,02,32
02073,Berry-au-Bac,722,02,32
02074,Bertaucourt-Epourdon,601,02,32
02075,Berthenicourt,203,02,32
02076,Bertricourt,159,02,32
02078,Besmé,166,02,32
02079,Besmont,132,02,32
02080,Besny-et-Loizy,309,02,32
02081,Béthancourt-en-Vaux,421,02,32
02082,Beugneux,120,02,32
02083,Beuvardes,736,02,32
02084,Bézu-le-Guéry,248,02,32
02085,Bézu-Saint-Germain,991,02,32
02086,Bichancourt,979,02,32
02087,Bieuxy,31,02,32
02088,Bièvres,80,02,32
02089,Billy-sur-Aisne,1130,02,32
02090,Billy-sur-Ourcq,194,02,32
02091,Blanzy-lès-Fismes,98,02,32
02093,Blérancourt,1162,02,32
02094,Blesmes,474,02,32
02095,Bohain-en-Vermandois,5605,02,32
02096,Bois-lès-Pargny,187,02,32
02097,Boncourt,272,02,32
02098,Bonneil,375,02,32
02099,Bonnesvalyn,212,02,32
02100,Bony,137,02,32
02101,Bosmont-sur-Serre,170,02,32
02102,Bouconville-Vauclair,181,02,32
02103,Boué,1315,02,32
02104,Bouffignereux,96,02,32
02105,Bouresches,183,02,32
02106,Bourg-et-Comin,809,02,32
02107,Bourguignon-sous-Coucy,104,02,32
02108,Bourguignon-sous-Montbavin,140,02,32
02109,La Bouteille,464,02,32
02110,Braine,2248,02,32
02111,Brancourt-en-Laonnois,702,02,32
02112,Brancourt-le-Grand,554,02,32
02114,Brasles,1788,02,32
02115,Braye-en-Laonnois,195,02,32
02116,Braye-en-Thiérache,131,02,32
02117,Bray-Saint-Christophe,64,02,32
02118,Braye,129,02,32
02119,Brécy,317,02,32
02120,Brenelle,193,02,32
02121,Breny,210,02,32
02122,Brie,55,02,32
02123,Brissay-Choigny,296,02,32
02124,Brissy-Hamégicourt,653,02,32
02125,Brumetz,175,02,32
02126,Brunehamel,463,02,32
02127,Bruyères-sur-Fère,199,02,32
02128,Bruyères-et-Montbérault,1411,02,32
02129,Bruys,20,02,32
02130,Bucilly,204,02,32
02131,Bucy-le-Long,1947,02,32
02132,Bucy-lès-Cerny,188,02,32
02133,Bucy-lès-Pierrepont,410,02,32
02134,Buire,795,02,32
02135,Buironfosse,1122,02,32
02136,Burelles,123,02,32
02137,Bussiares,126,02,32
02138,Buzancy,175,02,32
02139,Caillouël-Crépigny,459,02,32
02140,Camelin,426,02,32
02141,La Capelle,1745,02,32
02142,Castres,246,02,32
02143,Le Catelet,186,02,32
02144,Caulaincourt,143,02,32
02145,Caumont,547,02,32
02146,Celles-lès-Condé,88,02,32
02148,Celles-sur-Aisne,248,02,32
02149,Cerizy,58,02,32
02150,Cerny-en-Laonnois,63,02,32
02151,Cerny-lès-Bucy,111,02,32
02152,Cerseuil,87,02,32
02153,Cessières-Suzy,801,02,32
02154,Chacrise,375,02,32
02155,Chaillevois,201,02,32
02156,Chalandry,234,02,32
02157,Chambry,827,02,32
02158,Chamouille,272,02,32
02159,Champs,313,02,32
02160,Chaourse,495,02,32
02162,La Chapelle-sur-Chézy,301,02,32
02163,Charly-sur-Marne,2594,02,32
02164,Le Charmel,323,02,32
02165,Charmes,1568,02,32
02166,Chartèves,361,02,32
02167,Chassemy,895,02,32
02168,Château-Thierry,15097,02,32
02169,Châtillon-lès-Sons,83,02,32
02170,Châtillon-sur-Oise,125,02,32
02171,Chaudardes,91,02,32
02172,Chaudun,238,02,32
02173,Chauny,11596,02,32
02174,Chavignon,859,02,32
02175,Chavigny,153,02,32
02176,Chavonne,214,02,32
02177,Chérêt,147,02,32
02178,Chermizy-Ailles,127,02,32
02179,Chéry-Chartreuve,378,02,32
02180,Chéry-lès-Pouilly,742,02,32
02181,Chéry-lès-Rozoy,98,02,32
02182,Chevennes,136,02,32
02183,Chevregny,197,02,32
02184,Chevresis-Monceau,329,02,32
02185,Chézy-en-Orxois,389,02,32
02186,Chézy-sur-Marne,1296,02,32
02187,Chierry,1195,02,32
02188,Chigny,140,02,32
02189,Chivres-en-Laonnois,359,02,32
02190,Chivres-Val,526,02,32
02191,Chivy-lès-Étouvelles,484,02,32
02192,Chouy,364,02,32
02193,Cierges,62,02,32
02194,Cilly,173,02,32
02195,Ciry-Salsogne,882,02,32
02196,Clacy-et-Thierret,289,02,32
02197,Clairfontaine,509,02,32
02198,Clamecy,243,02,32
02199,Clastres,589,02,32
02200,Clermont-les-Fermes,97,02,32
02201,Cœuvres-et-Valsery,467,02,32
02203,Coincy,1308,02,32
02204,Coingt,61,02,32
02205,Colligis-Crandelain,207,02,32
02206,Colonfay,71,02,32
02207,Commenchon,224,02,32
02208,Concevreux,256,02,32
02209,Condé-en-Brie,654,02,32
02210,Condé-sur-Aisne,352,02,32
02211,Condé-sur-Suippe,357,02,32
02212,Condren,674,02,32
02213,Connigis,306,02,32
02214,Contescourt,61,02,32
02215,Corbeny,851,02,32
02216,Corcy,332,02,32
02217,Coucy-le-Château-Auffrique,990,02,32
02218,Coucy-lès-Eppes,649,02,32
02219,Coucy-la-Ville,194,02,32
02220,Coulonges-Cohan,443,02,32
02221,Coupru,161,02,32
02222,Courbes,39,02,32
02223,Courboin,304,02,32
02224,Courcelles-sur-Vesle,352,02,32
